brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
hyundai,creta,5,71000,dealer,diesel,automatic,17.01,1582,126.2,5,1080000.0
honda,wr-v,3,40000,individual,diesel,manual,25.5,1498,98.6,5,1000000.0
hyundai,santro,8,29000,dealer,petrol,manual,17.92,1086,62.1,5,250000.0
hyundai,creta,4,31191,dealer,petrol,manual,13.0,1591,121.3,5,985000.0
maruti,ertiga,5,50000,individual,diesel,manual,24.52,1248,88.5,7,950000.0
renault,kwid,4,19200,dealer,petrol,automatic,24.04,999,67.0,5,349000.0
renault,duster,8,72396,dealer,diesel,manual,19.01,1461,108.45,5,528000.0
volkswagen,vento,10,164000,individual,diesel,manual,20.54,1598,103.6,5,350000.0
maruti,baleno,5,14500,dealer,petrol,manual,21.4,1197,83.1,5,560000.0
bmw,5,10,60000,dealer,diesel,automatic,18.48,1995,177.0,5,1199000.0
toyota,innova,15,110000,dealer,diesel,manual,12.8,2494,102.0,7,390000.0
renault,kwid,4,20000,individual,petrol,manual,23.01,999,67.0,5,350000.0
jaguar,xf,5,20837,dealer,diesel,automatic,19.33,1999,177.0,5,3450000.0
datsun,go,5,40000,individual,petrol,manual,19.44,1198,67.0,7,400000.0
jeep,compass,4,35000,individual,diesel,manual,17.1,1956,170.0,5,1600000.0
hyundai,verna,5,66523,dealer,diesel,manual,23.9,1582,126.2,5,775000.0
hyundai,elantra,8,34800,dealer,petrol,automatic,14.5,1797,147.5,5,675000.0
maruti,swift dzire,11,87000,dealer,diesel,manual,19.3,1248,73.9,5,325000.0
skoda,superb,11,64430,dealer,petrol,automatic,13.7,1798,157.75,5,375000.0
jaguar,xf,7,26000,dealer,diesel,automatic,16.36,2179,187.7,5,2550000.0
honda,amaze,7,110000,individual,diesel,manual,25.8,1498,98.6,5,375000.0
maruti,eeco,2,7647,dealer,petrol,manual,16.11,1196,72.42,5,465000.0
maruti,alto,15,15000,individual,petrol,manual,19.7,796,46.3,5,120100.0
mercedes-benz,e-class,12,78000,individual,diesel,automatic,14.21,2143,203.0,5,660000.0
bmw,x3,8,110000,dealer,diesel,automatic,16.09,1995,184.0,5,1390000.0
hyundai,verna,4,70000,individual,petrol,manual,17.01,1591,121.3,5,850000.0
ford,figo,10,18800,individual,petrol,manual,15.6,1196,70.0,5,225000.0
volkswagen,vento,6,102000,dealer,diesel,automatic,22.15,1498,108.6,5,590000.0
volkswagen,vento,5,110000,individual,diesel,automatic,22.15,1498,108.6,5,750000.0
toyota,innova,3,27000,dealer,diesel,automatic,13.68,2393,147.51,8,1890000.0
maruti,eeco,5,16000,dealer,petrol,manual,15.37,1196,73.0,5,385000.0
volkswagen,vento,6,48000,dealer,diesel,manual,20.34,1498,103.2,5,490000.0
volkswagen,polo,9,58200,dealer,petrol,manual,16.47,1198,73.9,5,325000.0
mercedes-benz,c-class,13,57000,dealer,petrol,manual,11.7,1796,178.0,5,425000.0
hyundai,verna,9,88221,dealer,diesel,manual,22.32,1582,126.32,5,511000.0
hyundai,i10,11,70000,individual,petrol,manual,19.81,1086,68.05,5,199000.0
volkswagen,polo,6,49000,dealer,petrol,automatic,17.21,1197,103.5,5,621000.0
honda,city,9,37000,dealer,petrol,manual,17.4,1497,117.6,5,425000.0
maruti,celerio,3,30700,dealer,petrol,manual,21.63,998,67.0,5,521000.0
skoda,octavia,5,68387,dealer,diesel,automatic,19.3,1968,141.0,5,950000.0
honda,jazz,5,60000,individual,diesel,manual,27.3,1498,98.6,5,575000.0
mercedes-benz,s-class,10,57000,dealer,petrol,automatic,10.13,3498,364.9,5,1850000.0
toyota,fortuner,4,70000,dealer,diesel,manual,14.24,2755,174.5,7,2550000.0
hyundai,i20,4,60000,individual,diesel,manual,22.54,1396,88.73,5,780000.0
toyota,fortuner,8,170000,dealer,diesel,automatic,12.55,2982,168.5,7,1435000.0
maruti,ciaz,5,31000,dealer,petrol,manual,20.73,1373,91.1,5,600000.0
volkswagen,polo,8,92000,dealer,petrol,automatic,17.2,1197,103.6,5,540000.0
volkswagen,polo,8,33000,dealer,petrol,manual,16.47,1198,73.9,5,395000.0
maruti,swift dzire,10,88000,dealer,diesel,manual,19.3,1248,73.9,5,365000.0
ford,figo,9,69000,dealer,diesel,manual,20.0,1399,68.05,5,225000.0
maruti,swift,3,24000,dealer,diesel,automatic,28.4,1248,74.0,5,750000.0
volkswagen,vento,6,26000,dealer,petrol,automatic,16.93,1197,103.2,5,645000.0
maruti,swift dzire,4,35000,individual,diesel,manual,28.4,1248,74.02,5,750000.0
maruti,alto,29,22612,dealer,petrol,manual,22.05,796,47.3,5,120100.0
maruti,alto,7,40000,individual,petrol,manual,22.74,796,47.3,5,166000.0
mahindra,bolero,6,150000,dealer,diesel,manual,15.96,2523,62.1,7,550000.0
hyundai,verna,15,70000,individual,diesel,manual,16.8,1493,110.0,5,125000.0
tata,nexon,2,5000,dealer,petrol,automatic,17.0,1198,108.5,5,931000.0
volkswagen,polo,10,65894,dealer,petrol,manual,16.47,1198,73.9,5,375000.0
volkswagen,polo,7,42000,dealer,petrol,automatic,17.21,1197,103.6,5,610000.0
bmw,3,11,96000,dealer,diesel,automatic,22.69,1995,190.0,5,974000.0
renault,kwid,6,45006,dealer,petrol,manual,25.17,799,53.3,5,269000.0
maruti,swift dzire,10,51000,dealer,petrol,manual,17.5,1197,85.8,5,340000.0
tata,hexa,4,30000,individual,diesel,automatic,17.6,2179,153.86,7,1450000.0
hyundai,grand,4,22000,dealer,petrol,manual,18.9,1197,81.86,5,485000.0
maruti,vitara,3,32000,dealer,diesel,manual,24.3,1248,88.5,5,920000.0
hyundai,i20,3,39000,individual,petrol,manual,18.6,1197,81.83,5,653000.0
ford,ecosport,4,14000,dealer,petrol,manual,15.85,1499,110.4,5,650000.0
hyundai,grand,4,15000,dealer,petrol,automatic,18.9,1197,81.86,5,581000.0
maruti,ertiga,7,38000,dealer,petrol,manual,16.02,1373,93.7,7,585000.0
hyundai,i10,12,15000,individual,petrol,manual,20.36,1197,78.9,5,165000.0
hyundai,i10,9,50000,dealer,petrol,manual,20.36,1197,78.9,5,311000.0
volkswagen,polo,4,32000,dealer,diesel,manual,20.14,1498,88.7,5,655000.0
maruti,vitara,3,43000,dealer,diesel,automatic,24.3,1248,88.5,5,975000.0
hyundai,i20,9,76000,dealer,diesel,manual,21.9,1396,88.76,5,385000.0
mercedes-benz,gl-class,3,12000,dealer,diesel,automatic,17.9,2143,167.6,5,4544999.999999981
ford,ecosport,5,33000,dealer,petrol,automatic,16.05,1499,110.4,5,745000.0
hyundai,i20,3,20000,dealer,petrol,automatic,17.4,1197,81.86,5,795000.0
maruti,baleno,3,4700,dealer,petrol,manual,21.01,1197,81.8,5,675000.0
hyundai,i20,5,35000,dealer,petrol,manual,17.19,1197,81.86,5,650000.0
mahindra,xuv500,9,120000,individual,diesel,manual,15.1,2179,140.0,7,600000.0
maruti,alto,5,20000,individual,petrol,manual,23.95,998,67.05,5,315000.0
hyundai,verna,11,72000,dealer,diesel,manual,16.2,1493,110.0,5,410000.0
mini,cooper,7,29000,dealer,diesel,automatic,23.8,1998,112.0,5,1750000.0
maruti,ciaz,6,67927,dealer,petrol,manual,20.73,1373,91.1,5,650000.0
hyundai,i20,2,34900,dealer,petrol,manual,18.6,1197,81.83,5,710000.0
ford,ecosport,5,125000,dealer,diesel,manual,22.77,1498,98.59,5,651000.0
ford,endeavour,4,79000,dealer,diesel,automatic,10.91,3198,197.0,7,2750000.0
maruti,baleno,4,15000,individual,petrol,manual,21.4,1197,83.1,5,600000.0
jeep,compass,3,25000,dealer,petrol,automatic,16.0,1368,160.0,5,1700000.0
maruti,ciaz,7,65000,dealer,petrol,manual,20.73,1373,91.1,5,540000.0
maruti,swift dzire,5,120000,individual,cng,manual,19.0,1197,85.8,5,325000.0
hyundai,i20,7,47900,dealer,petrol,automatic,15.0,1396,98.6,5,510000.0
bmw,x1,8,56000,individual,diesel,automatic,17.05,1995,184.0,5,1280000.0
toyota,innova,9,120000,individual,diesel,manual,12.8,2494,102.0,7,800000.0
maruti,wagon r,7,61000,dealer,petrol,manual,20.51,998,67.04,5,350000.0
toyota,fortuner,10,175000,dealer,diesel,manual,11.5,2982,171.0,7,1075000.0
maruti,alto,6,70000,individual,petrol,manual,22.74,796,47.3,5,240000.0
hyundai,i20,2,4000,dealer,petrol,automatic,15.0,1396,100.0,5,875000.0
mahindra,bolero,4,60000,individual,diesel,manual,16.5,1493,70.0,7,800000.0
maruti,alto,3,5917,dealer,petrol,manual,23.95,998,67.05,5,371000.0
skoda,superb,10,56468,dealer,petrol,manual,13.14,1798,157.8,5,479000.0
hyundai,i20,4,41280,dealer,petrol,manual,17.0,1197,80.0,5,585000.0
hyundai,grand,7,49000,dealer,petrol,manual,18.9,1197,82.0,5,459000.0
honda,wr-v,4,58000,dealer,diesel,manual,25.5,1498,98.6,5,885000.0
hyundai,elantra,7,57000,dealer,diesel,automatic,19.5,1582,126.24,5,785000.0
bmw,5,8,55000,dealer,diesel,automatic,18.48,1995,177.0,5,1500000.0
hyundai,i20,4,24000,dealer,diesel,manual,22.54,1396,88.73,5,750000.0
maruti,ertiga,6,50000,individual,diesel,manual,20.77,1248,88.76,7,707000.0
maruti,ertiga,7,51890,dealer,cng,manual,17.5,1373,80.46,7,595000.0
honda,city,14,58641,dealer,petrol,manual,17.7,1497,78.0,5,195000.0
toyota,innova,8,117000,dealer,diesel,manual,12.99,2494,100.0,7,950000.0
maruti,ciaz,4,25000,dealer,petrol,automatic,19.12,1373,91.1,5,795000.0
hyundai,grand,4,20000,individual,petrol,manual,18.9,1197,82.0,5,615000.0
mercedes-benz,c-class,4,24323,dealer,diesel,automatic,14.84,2143,167.62,5,3375000.0
maruti,baleno,3,21000,dealer,petrol,manual,21.01,1197,81.8,5,731000.0
honda,city,8,67000,dealer,petrol,automatic,15.6,1497,116.3,5,475000.0
renault,kwid,5,7000,dealer,petrol,manual,22.3,799,53.26,5,325000.0
renault,kwid,3,42000,dealer,petrol,manual,23.01,999,67.0,5,400000.0
hyundai,verna,10,58000,dealer,petrol,manual,17.1,1591,121.3,5,399000.0
maruti,ciaz,4,31400,dealer,diesel,manual,28.09,1248,88.5,5,785000.0
hyundai,creta,4,35000,individual,diesel,manual,19.67,1582,126.2,5,1125000.0
ford,ecosport,8,56260,dealer,petrol,manual,18.88,999,123.37,5,499000.0
maruti,wagon r,14,115000,dealer,petrol,manual,21.79,998,67.05,5,120100.0
hyundai,i10,8,34579,dealer,petrol,manual,20.36,1197,78.9,5,295000.0
volkswagen,vento,6,27000,dealer,petrol,automatic,16.93,1197,103.2,5,665000.0
mercedes-benz,e-class,11,70000,individual,petrol,automatic,10.93,2497,204.0,5,1000000.0
hyundai,i20,4,20000,dealer,petrol,manual,18.6,1197,81.83,5,690000.0
maruti,alto,13,50000,dealer,petrol,manual,19.7,796,46.3,5,145000.0
volkswagen,vento,10,59526,dealer,diesel,manual,20.54,1598,103.6,5,375000.0
maruti,ciaz,3,25000,dealer,petrol,manual,20.65,1462,103.25,5,765000.0
mahindra,bolero,6,62248,dealer,diesel,manual,13.6,2523,63.0,7,650000.0
maruti,ciaz,5,67518,dealer,diesel,manual,28.09,1248,88.5,5,755000.0
maruti,ertiga,7,54000,dealer,cng,manual,22.8,1373,80.9,7,675000.0
toyota,innova,7,92965,dealer,diesel,manual,12.99,2494,100.57,7,1025000.0
datsun,go,6,22211,dealer,petrol,manual,19.02,1198,67.05,5,249000.0
toyota,innova,9,255000,individual,diesel,manual,12.8,2494,102.0,8,725000.0
maruti,swift,7,47000,dealer,diesel,manual,22.9,1248,74.0,5,500000.0
honda,civic,13,57000,dealer,petrol,automatic,13.9,1799,130.2,5,250000.0
renault,kwid,4,8560,dealer,petrol,automatic,24.04,999,67.0,5,371000.0
maruti,swift dzire,4,72000,individual,diesel,manual,26.59,1248,74.0,5,720000.0
maruti,wagon r,6,39983,dealer,petrol,manual,21.79,998,67.05,5,425000.0
hyundai,grand,6,78000,dealer,petrol,manual,18.9,1197,82.0,5,425000.0
ford,ecosport,1,6000,dealer,diesel,manual,23.0,1498,98.96,5,1095000.0
honda,city,5,32000,dealer,petrol,automatic,18.0,1497,117.3,5,845000.0
hyundai,creta,6,81000,dealer,diesel,manual,19.67,1582,126.2,5,975000.0
maruti,dzire vxi,9,24000,dealer,petrol,automatic,24.12,1197,88.5,5,411000.0
honda,amaze,8,64000,dealer,diesel,manual,25.8,1498,98.6,5,396000.0
maruti,baleno,3,22000,dealer,petrol,manual,21.4,1197,83.1,5,750000.0
ford,figo,10,48971,dealer,diesel,manual,20.0,1399,68.0,5,282000.0
maruti,wagon r,6,40000,individual,petrol,automatic,20.51,998,67.04,5,450000.0
mahindra,xuv500,4,89200,individual,diesel,automatic,16.0,2179,140.0,7,1650000.0
hyundai,grand,4,16000,dealer,petrol,manual,18.9,1197,82.0,5,490000.0
ford,ecosport,7,44406,dealer,petrol,manual,18.88,999,123.24,5,650000.0
mahindra,bolero,11,25000,individual,diesel,manual,13.6,2523,63.0,7,250000.0
datsun,go,5,15000,individual,petrol,manual,19.44,1198,67.0,7,350000.0
hyundai,i20,4,27266,dealer,petrol,manual,18.6,1197,81.83,5,700000.0
tata,safari,11,60893,dealer,diesel,manual,11.57,2179,138.1,7,350000.0
honda,amaze,4,50000,individual,petrol,manual,17.8,1198,86.7,5,550000.0
maruti,swift,13,120000,individual,diesel,manual,17.8,1248,75.0,5,250000.0
maruti,swift dzire,7,50000,dealer,petrol,manual,20.85,1197,83.14,5,475000.0
mercedes-benz,c-class,8,73000,dealer,diesel,automatic,14.84,2143,170.0,5,1075000.0
toyota,innova,7,86000,dealer,diesel,manual,12.8,2494,102.0,7,995000.0
datsun,redigo,4,20000,dealer,petrol,manual,22.5,999,67.0,5,271000.0
hyundai,i10,9,62000,dealer,petrol,manual,19.81,1086,68.05,5,255000.0
maruti,ertiga,3,36352,dealer,petrol,manual,19.34,1462,103.0,7,855000.0
maruti,ciaz,6,48000,dealer,diesel,manual,26.21,1248,88.5,5,685000.0
maruti,swift,8,78278,dealer,diesel,manual,22.9,1248,74.0,5,475000.0
volkswagen,polo,6,100000,individual,diesel,manual,20.14,1498,88.8,5,450000.0
toyota,innova,5,53380,dealer,diesel,automatic,13.68,2393,147.51,8,1650000.0
tata,tigor,3,60204,dealer,diesel,manual,24.7,1047,69.0,5,525000.0
hyundai,i20,5,68000,dealer,diesel,manual,22.54,1396,88.73,5,720000.0
maruti,wagon r,11,75008,dealer,petrol,manual,18.9,998,67.1,5,240000.0
ford,ecosport,3,29000,dealer,diesel,manual,23.0,1498,98.96,5,940000.0
hyundai,verna,5,83000,individual,diesel,manual,24.8,1396,88.7,5,775000.0
toyota,innova,6,114000,dealer,diesel,manual,12.99,2494,100.6,7,1275000.0
hyundai,i10,8,42000,dealer,petrol,automatic,16.95,1197,78.9,5,360000.0
toyota,innova,6,117000,dealer,diesel,manual,12.99,2494,100.6,8,1155000.0
skoda,superb,12,61205,dealer,petrol,automatic,13.7,1798,157.75,5,449000.0
hyundai,i20,9,87000,dealer,diesel,manual,23.0,1396,90.0,5,460000.0
skoda,rapid,5,49661,dealer,diesel,automatic,21.66,1498,103.52,5,695000.0
hyundai,i10,8,20000,dealer,petrol,automatic,16.95,1197,78.9,5,375000.0
maruti,alto,7,56332,dealer,petrol,manual,23.95,998,67.05,5,285000.0
tata,hexa,3,46000,individual,diesel,manual,17.6,2179,153.86,7,1225000.0
maruti,swift,8,37000,dealer,petrol,manual,18.6,1197,85.8,5,410000.0
honda,jazz,2,7000,dealer,petrol,automatic,19.0,1199,88.7,5,821000.0
hyundai,grand,5,40000,dealer,petrol,manual,18.9,1197,82.0,5,510000.0
ford,figo,10,570000,dealer,petrol,manual,15.6,1196,70.0,5,200000.0
mahindra,scorpio,4,61000,dealer,diesel,manual,15.4,1997,120.0,7,1025000.0
maruti,baleno,5,95000,individual,petrol,manual,21.4,1197,83.1,5,550000.0
hyundai,elantra,3,18000,dealer,petrol,automatic,14.62,1999,149.92,5,1550000.0
maruti,ciaz,6,67181,dealer,diesel,manual,26.21,1248,88.5,5,679000.0
renault,duster,7,120000,individual,petrol,manual,13.24,1598,102.57,5,545000.0
honda,city,11,84768,dealer,petrol,manual,17.0,1497,118.0,5,275000.0
maruti,celerio,6,36000,dealer,cng,manual,31.79,998,58.2,5,422000.0
mahindra,scorpio,5,49490,dealer,diesel,manual,15.4,2179,120.0,7,975000.0
maruti,ertiga,4,33072,dealer,cng,manual,26.08,1462,91.19,7,790000.0
maruti,ertiga,6,92457,individual,diesel,manual,20.77,1248,88.8,7,699000.0
mahindra,xuv500,7,114000,dealer,diesel,manual,15.1,2179,140.0,7,690000.0
volkswagen,polo,6,56606,dealer,petrol,automatic,17.21,1197,103.6,5,662000.0
hyundai,verna,8,57800,dealer,petrol,manual,17.1,1591,121.3,5,485000.0
honda,city,7,70000,individual,diesel,manual,26.0,1498,98.6,5,520000.0
hyundai,grand,7,35000,individual,petrol,manual,18.9,1197,82.0,5,425000.0
maruti,ciaz,6,25000,individual,petrol,manual,20.73,1373,91.1,5,700000.0
hyundai,elantra,2,10000,individual,petrol,automatic,14.62,1999,149.92,5,1890000.0
maruti,baleno,3,16348,dealer,petrol,manual,21.4,1197,83.1,5,700000.0
maruti,wagon r,8,55853,dealer,cng,manual,33.54,998,67.04,5,349000.0
maruti,baleno,4,21000,dealer,petrol,automatic,21.4,1197,83.1,5,745000.0
skoda,superb,10,44275,dealer,petrol,automatic,13.7,1798,157.75,5,535000.0
maruti,wagon r,8,58288,dealer,cng,manual,26.2,998,58.2,5,350000.0
mahindra,kuv100,3,79814,individual,petrol,manual,18.15,1198,82.0,6,500000.0
bmw,5,5,27000,dealer,diesel,automatic,14.69,2993,258.0,5,3200000.0
hyundai,elantra,8,80000,individual,petrol,automatic,14.5,1797,147.5,5,750000.0
hyundai,creta,2,38000,individual,diesel,manual,22.1,1396,88.7,5,1050000.0
bmw,3,7,25000,dealer,diesel,automatic,18.88,1995,184.0,5,1699000.0
maruti,swift,7,67800,dealer,diesel,manual,28.4,1248,74.0,5,495000.0
maruti,wagon r,11,49000,dealer,petrol,manual,18.9,998,67.1,5,220000.0
honda,city,5,36070,dealer,petrol,manual,16.8,1497,116.3,5,754000.0
ford,figo,9,55500,dealer,petrol,manual,15.6,1196,70.0,5,249000.0
skoda,rapid,5,48000,dealer,diesel,automatic,21.66,1498,103.52,5,675000.0
hyundai,i20,5,35000,dealer,petrol,manual,18.6,1197,81.83,5,578000.0
maruti,ertiga,4,12000,dealer,cng,manual,17.5,1373,80.46,7,845000.0
datsun,redigo,4,23000,dealer,petrol,manual,22.7,799,53.64,5,310000.0
hyundai,creta,4,49000,dealer,petrol,automatic,13.0,1591,121.3,5,1125000.0
maruti,alto,12,55274,dealer,petrol,manual,19.7,796,46.3,5,145000.0
hyundai,santro,13,60000,dealer,petrol,manual,17.8,1086,63.0,5,135000.0
skoda,superb,11,64400,dealer,petrol,automatic,13.7,1798,157.75,5,399000.0
maruti,baleno,5,100000,individual,diesel,manual,27.39,1248,74.0,5,650000.0
maruti,swift dzire,7,94000,dealer,petrol,manual,19.1,1197,85.8,5,475000.0
maruti,swift dzire,9,80000,individual,petrol,manual,19.1,1197,85.8,5,400000.0
honda,amaze,6,59123,dealer,petrol,manual,18.0,1198,86.7,5,475000.0
volkswagen,vento,9,62000,dealer,petrol,manual,16.09,1598,103.2,5,370000.0
maruti,swift dzire,8,56694,dealer,petrol,manual,19.1,1197,85.8,5,435000.0
maruti,baleno,3,25000,individual,petrol,manual,21.4,1197,83.1,5,575000.0
hyundai,verna,9,78000,dealer,petrol,manual,17.1,1591,121.3,5,500000.0
honda,city,5,13321,dealer,petrol,manual,17.8,1497,117.3,5,750000.0
mercedes-benz,c-class,8,77000,dealer,diesel,automatic,19.27,2143,167.62,5,1050000.0
land rover,rover,11,120000,dealer,diesel,automatic,12.35,2179,187.74,5,2150000.0
hyundai,i20,8,70000,individual,diesel,manual,21.9,1396,88.76,5,425000.0
maruti,baleno,6,59769,dealer,petrol,automatic,19.56,1197,81.8,5,575000.0
mahindra,bolero,2,23000,dealer,diesel,manual,15.96,2523,62.1,7,800000.0
hyundai,i20,3,48000,dealer,diesel,manual,22.54,1396,88.73,5,775000.0
maruti,alto,8,70000,individual,petrol,manual,20.2,998,67.1,5,230000.0
ford,figo,9,41650,individual,diesel,manual,20.0,1399,68.0,5,295000.0
maruti,alto,4,10617,dealer,petrol,manual,24.7,796,47.3,5,314000.0
honda,amaze,7,56000,individual,diesel,manual,25.8,1498,98.6,5,399000.0
maruti,alto,4,9122,dealer,petrol,manual,24.7,796,47.3,5,323000.0
maruti,swift,7,100000,dealer,diesel,manual,22.9,1248,74.0,5,485000.0
hyundai,i20,5,54000,dealer,diesel,manual,23.0,1396,90.0,5,650000.0
maruti,vitara,4,85000,dealer,diesel,manual,24.3,1248,88.5,5,735000.0
renault,kwid,5,51000,dealer,petrol,manual,21.74,999,67.0,5,315000.0
mahindra,xuv500,7,103000,dealer,diesel,manual,15.1,2179,140.0,7,785000.0
maruti,baleno,4,40174,dealer,petrol,manual,21.4,1197,83.1,5,675000.0
honda,city,4,70000,individual,petrol,automatic,18.0,1497,117.6,5,870000.0
maruti,celerio,5,70000,individual,petrol,manual,23.1,998,67.04,5,375000.0
mg,hector,2,6231,dealer,petrol,automatic,13.96,1451,141.0,5,1630000.0
hyundai,i20,4,56244,dealer,diesel,manual,22.54,1396,88.73,5,795000.0
maruti,vitara,3,35000,individual,diesel,automatic,24.3,1248,88.5,5,1100000.0
hyundai,creta,4,68000,dealer,diesel,automatic,17.6,1582,126.2,5,1340000.0
toyota,innova,5,40000,individual,diesel,manual,13.68,2393,147.8,7,1500000.0
skoda,superb,11,82000,dealer,petrol,automatic,13.7,1798,157.75,5,375000.0
volkswagen,polo,8,110000,individual,diesel,manual,22.07,1199,73.9,5,375000.0
maruti,celerio,3,9522,trustmark dealer,petrol,automatic,21.63,998,67.05,5,550000.0
skoda,rapid,8,70000,individual,diesel,manual,20.5,1598,103.5,5,410000.0
maruti,celerio,3,22000,dealer,petrol,manual,21.63,998,67.05,5,455000.0
volkswagen,vento,10,69000,dealer,petrol,manual,16.09,1598,103.2,5,325000.0
mercedes-benz,e-class,4,35000,dealer,petrol,automatic,12.0,1991,181.03,5,3945000.0
hyundai,elantra,8,112087,dealer,diesel,automatic,19.5,1582,126.24,5,651000.0
hyundai,grand,6,38000,dealer,petrol,manual,18.9,1197,82.0,5,485000.0
honda,amaze,8,54000,dealer,diesel,manual,25.8,1498,98.6,5,380000.0
volkswagen,vento,3,30000,dealer,diesel,automatic,22.15,1498,108.6,5,951000.0
skoda,rapid,5,72000,dealer,diesel,automatic,21.66,1498,103.52,5,580000.0
maruti,ertiga,4,35000,dealer,diesel,manual,24.52,1248,88.5,7,875000.0
maruti,ertiga,3,49000,dealer,cng,manual,17.5,1373,80.46,7,819000.0
maruti,alto,3,17000,dealer,petrol,manual,24.7,796,47.3,5,345000.0
maruti,vitara,4,32000,dealer,diesel,manual,24.3,1248,88.5,5,845000.0
honda,amaze,6,43251,dealer,diesel,manual,25.8,1498,98.6,5,515000.0
maruti,swift dzire,6,45000,dealer,diesel,manual,19.3,1248,73.9,5,615000.0
hyundai,i20,6,25000,dealer,petrol,manual,18.6,1197,81.83,5,571000.0
hyundai,verna,9,115721,dealer,diesel,manual,22.32,1582,126.32,5,495000.0
honda,city,8,64800,dealer,petrol,manual,16.8,1497,116.4,5,450000.0
maruti,swift dzire,6,120000,individual,petrol,manual,19.0,1197,85.8,5,200000.0
maruti,wagon r,5,50000,individual,petrol,automatic,20.51,998,67.0,5,425000.0
hyundai,i20,8,20000,individual,petrol,manual,18.5,1197,82.85,5,425000.0
volkswagen,polo,6,52000,dealer,petrol,automatic,17.21,1197,103.6,5,699000.0
maruti,ertiga,8,76000,dealer,petrol,manual,16.02,1373,93.7,7,590000.0
mahindra,scorpio,11,91000,dealer,diesel,manual,13.5,2179,115.0,5,365000.0
maruti,swift dzire,5,150000,dealer,diesel,manual,23.4,1248,74.0,5,330000.0
toyota,innova,6,106000,dealer,diesel,manual,12.99,2494,100.6,8,1175000.0
maruti,baleno,3,40000,individual,diesel,manual,27.39,1248,74.0,5,700000.0
hyundai,i10,8,42020,trustmark dealer,petrol,manual,20.36,1197,78.9,5,365000.0
honda,amaze,6,72000,dealer,diesel,manual,25.8,1498,98.6,5,590000.0
maruti,ertiga,3,37000,dealer,petrol,manual,19.34,1462,103.0,7,825000.0
toyota,innova,8,135000,dealer,diesel,manual,12.8,2494,102.0,7,1021000.0
volkswagen,vento,4,41000,dealer,petrol,automatic,18.19,1197,103.5,5,750000.0
